,title,publication_date,location,workload,job_type,company,job_link,keyword
1741,Sr. Data Analyst/Scientist (80-100%),22 May 2023,Raum Bodensee/St. Gallen,100%,Unlimited employment,Evergreen Human Resources AG,https://www.jobs.ch/en/vacancies/detail/aa64e136-0c9f-451c-a9da-1abd5d1ac7d6/?source=vacancy_search,data scientist
1742,"Datenanalyst:in 80-100%, Direktion Finanzen",09 May 2023,Zürich,80% – 100%,Unlimited employment,Universitätsspital Zürich,https://www.jobs.ch/en/vacancies/detail/45417430-017b-4fd8-aaea-5ab3a305e1c9/?source=vacancy_search,data scientist
1743,Data Analyst,23 May 2023,Stäfa,80% – 100%,Unlimited employment,Sonova AG,https://www.jobs.ch/en/vacancies/detail/4cc79c2c-933d-449a-b295-62750d798741/?source=vacancy_search,data scientist
1744,FP&A Sales Analyst / Specialist Big-Data (w/m),24 May 2023,Bettlach,100%,Unlimited employment,Mathys AG Bettlach,https://www.jobs.ch/en/vacancies/detail/b15100c3-4d29-46a2-be94-73497a5fb54c/?source=vacancy_search,data scientist
1745,Spezialist Master Data Management 80 - 100 % (m/w/d),23 May 2023,Aarau,80% – 100%,Unlimited employment,AEW Energie AG,https://www.jobs.ch/en/vacancies/detail/6a67ea64-e48a-4881-82de-4a9df8defa8b/?source=vacancy_search,data scientist
1746,Data Engineer & Analyst,12 May 2023,Horgen,80% – 100%,Unlimited employment,Swisscard AECS GmbH,https://www.jobs.ch/en/vacancies/detail/faff6b52-7e0b-44d2-a032-09a65bb18284/?source=vacancy_search,data scientist
1747,Data Analyst Controlling 80-100%,21 May 2023,Wallisellen / Zürich,80% – 100%,Unlimited employment,Canon (Schweiz) AG,https://www.jobs.ch/en/vacancies/detail/7c935430-c808-4355-b699-f95a40835c44/?source=vacancy_search,data scientist
1748,Expert Data & Analytics Immobilien (m/w/d),08 May 2023,Zürich,80% – 100%,Unlimited employment,pom+ Consulting AG,https://www.jobs.ch/en/vacancies/detail/39d00dc4-b1c4-41b1-8481-744da34ff094/?source=vacancy_search,data scientist
1749,HR Data Analystin / Analyst 80 - 100 %,23 May 2023,Bern,80% – 100%,Temporary,Bildungs- und Kulturdirektion des Kantons Bern,https://www.jobs.ch/en/vacancies/detail/df018947-785a-4d25-a4be-5021e994cbb6/?source=vacancy_search,data scientist
1750,Junior Customer Data Specialist 60-80% (m/w/d),17 May 2023,Dietikon,60% – 80%,Temporary,Lyreco Switzerland AG,https://www.jobs.ch/en/vacancies/detail/ddbba640-27cf-4453-a22a-a0daaacc0800/?source=vacancy_search,data scientist
1751,Junior Data Analyst im Marketing DACH (m/w/d) - Mach was mit Daten,12 May 2023,Aarau,100%,Unlimited employment,BestDrive,https://www.jobs.ch/en/vacancies/detail/a4ec3d45-2073-4084-83b1-be669e9dcd4f/?source=vacancy_search,data scientist
1752,Data Process Analyst m/f/d,27 April 2023,Schaan,100%,Unlimited employment,Ivoclar Vivadent AG,https://www.jobs.ch/en/vacancies/detail/1ab6ab2b-bd37-48e2-a596-6502ad96d185/?source=vacancy_search,data scientist
1753,Pharma Market Research Analyst (100%),12 May 2023,Zürich,100%,Unlimited employment,impulze GmbH,https://www.jobs.ch/en/vacancies/detail/7b3a7375-dd71-4102-8a5e-6382ac82639c/?source=vacancy_search,data scientist
1754,Data Analyst / Anwendungsentwickler (m/w/d),24 May 2023,Kloten,80% – 100%,Unlimited employment,ROCKEN,https://www.jobs.ch/en/vacancies/detail/148f82e6-91f4-4172-afc5-8e9db6bd29fd/?source=vacancy_search,data scientist
1755,Senior Daten Analystin/Analyst #220463,10 May 2023,Horgen,100%,Unlimited employment,Credit Suisse AG,https://www.jobs.ch/en/vacancies/detail/8b897b8a-8c7e-447e-8d66-d294bfbc4d4e/?source=vacancy_search,data scientist
1756,Intraday Data Analyst (f/m/d),15 May 2023,Olten,100%,Unlimited employment,Alpiq,https://www.jobs.ch/en/vacancies/detail/f6b4ad4a-5682-4851-a97a-7d4386ab4c8a/?source=vacancy_search,data scientist
1757,Data Engineer (w/m/d),26 April 2023,Bern,80%,Unlimited employment,Insel Gruppe,https://www.jobs.ch/en/vacancies/detail/262f2f61-f017-431c-b2a4-b2041cf829f6/?source=vacancy_search,data scientist
1758,Sales Data Analyst mit Schwerpunkt auf Provisionsabrechnung (m/w/d) 80-100%.,18 April 2023,Glattbrugg,100%,Unlimited employment,CWS-boco Suisse SA,https://www.jobs.ch/en/vacancies/detail/025082ae-aa22-4520-8f72-938eae310d8f/?source=vacancy_search,data scientist
1759,Digital Data Analyst (f/m/d) 100%,15 May 2023,Luzern,100%,Temporary,nemensis ag,https://www.jobs.ch/en/vacancies/detail/8c803e82-bef2-45b5-ad61-8d08617f1564/?source=vacancy_search,data scientist
1760,Senior Data Scientist – mit Gespür fürs Business (all genders),22 May 2023,Winterthur,50% – 100%,Unlimited employment,AXA,https://www.jobs.ch/en/vacancies/detail/451a1e73-e735-4da1-9e59-1f4de0e356c6/?source=vacancy_search,data scientist
1761,Sr. Data Analyst/Scientist (80-100%),22 May 2023,Raum Bodensee/St. Gallen,100%,Unlimited employment,Evergreen Human Resources AG,https://www.jobs.ch/en/vacancies/detail/aa64e136-0c9f-451c-a9da-1abd5d1ac7d6/?source=vacancy_search,data scientist
1762,"Datenanalyst:in 80-100%, Direktion Finanzen",09 May 2023,Zürich,80% – 100%,Unlimited employment,Universitätsspital Zürich,https://www.jobs.ch/en/vacancies/detail/45417430-017b-4fd8-aaea-5ab3a305e1c9/?source=vacancy_search,data scientist
1763,Data Analyst,23 May 2023,Stäfa,80% – 100%,Unlimited employment,Sonova AG,https://www.jobs.ch/en/vacancies/detail/4cc79c2c-933d-449a-b295-62750d798741/?source=vacancy_search,data scientist
1764,FP&A Sales Analyst / Specialist Big-Data (w/m),24 May 2023,Bettlach,100%,Unlimited employment,Mathys AG Bettlach,https://www.jobs.ch/en/vacancies/detail/b15100c3-4d29-46a2-be94-73497a5fb54c/?source=vacancy_search,data scientist
1765,Spezialist Master Data Management 80 - 100 % (m/w/d),23 May 2023,Aarau,80% – 100%,Unlimited employment,AEW Energie AG,https://www.jobs.ch/en/vacancies/detail/6a67ea64-e48a-4881-82de-4a9df8defa8b/?source=vacancy_search,data scientist
1766,Data Engineer & Analyst,12 May 2023,Horgen,80% – 100%,Unlimited employment,Swisscard AECS GmbH,https://www.jobs.ch/en/vacancies/detail/faff6b52-7e0b-44d2-a032-09a65bb18284/?source=vacancy_search,data scientist
1767,Data Analyst Controlling 80-100%,21 May 2023,Wallisellen / Zürich,80% – 100%,Unlimited employment,Canon (Schweiz) AG,https://www.jobs.ch/en/vacancies/detail/7c935430-c808-4355-b699-f95a40835c44/?source=vacancy_search,data scientist
1768,Expert Data & Analytics Immobilien (m/w/d),08 May 2023,Zürich,80% – 100%,Unlimited employment,pom+ Consulting AG,https://www.jobs.ch/en/vacancies/detail/39d00dc4-b1c4-41b1-8481-744da34ff094/?source=vacancy_search,data scientist
1769,HR Data Analystin / Analyst 80 - 100 %,23 May 2023,Bern,80% – 100%,Temporary,Bildungs- und Kulturdirektion des Kantons Bern,https://www.jobs.ch/en/vacancies/detail/df018947-785a-4d25-a4be-5021e994cbb6/?source=vacancy_search,data scientist
1770,Junior Customer Data Specialist 60-80% (m/w/d),17 May 2023,Dietikon,60% – 80%,Temporary,Lyreco Switzerland AG,https://www.jobs.ch/en/vacancies/detail/ddbba640-27cf-4453-a22a-a0daaacc0800/?source=vacancy_search,data scientist
1771,Junior Data Analyst im Marketing DACH (m/w/d) - Mach was mit Daten,12 May 2023,Aarau,100%,Unlimited employment,BestDrive,https://www.jobs.ch/en/vacancies/detail/a4ec3d45-2073-4084-83b1-be669e9dcd4f/?source=vacancy_search,data scientist
1772,Data Process Analyst m/f/d,27 April 2023,Schaan,100%,Unlimited employment,Ivoclar Vivadent AG,https://www.jobs.ch/en/vacancies/detail/1ab6ab2b-bd37-48e2-a596-6502ad96d185/?source=vacancy_search,data scientist
1773,Pharma Market Research Analyst (100%),12 May 2023,Zürich,100%,Unlimited employment,impulze GmbH,https://www.jobs.ch/en/vacancies/detail/7b3a7375-dd71-4102-8a5e-6382ac82639c/?source=vacancy_search,data scientist
1774,Data Analyst / Anwendungsentwickler (m/w/d),24 May 2023,Kloten,80% – 100%,Unlimited employment,ROCKEN,https://www.jobs.ch/en/vacancies/detail/148f82e6-91f4-4172-afc5-8e9db6bd29fd/?source=vacancy_search,data scientist
1775,Senior Daten Analystin/Analyst #220463,10 May 2023,Horgen,100%,Unlimited employment,Credit Suisse AG,https://www.jobs.ch/en/vacancies/detail/8b897b8a-8c7e-447e-8d66-d294bfbc4d4e/?source=vacancy_search,data scientist
1776,Intraday Data Analyst (f/m/d),15 May 2023,Olten,100%,Unlimited employment,Alpiq,https://www.jobs.ch/en/vacancies/detail/f6b4ad4a-5682-4851-a97a-7d4386ab4c8a/?source=vacancy_search,data scientist
1777,Data Engineer (w/m/d),26 April 2023,Bern,80%,Unlimited employment,Insel Gruppe,https://www.jobs.ch/en/vacancies/detail/262f2f61-f017-431c-b2a4-b2041cf829f6/?source=vacancy_search,data scientist
1778,Sales Data Analyst mit Schwerpunkt auf Provisionsabrechnung (m/w/d) 80-100%.,18 April 2023,Glattbrugg,100%,Unlimited employment,CWS-boco Suisse SA,https://www.jobs.ch/en/vacancies/detail/025082ae-aa22-4520-8f72-938eae310d8f/?source=vacancy_search,data scientist
1779,Digital Data Analyst (f/m/d) 100%,15 May 2023,Luzern,100%,Temporary,nemensis ag,https://www.jobs.ch/en/vacancies/detail/8c803e82-bef2-45b5-ad61-8d08617f1564/?source=vacancy_search,data scientist
1780,Senior Data Scientist – mit Gespür fürs Business (all genders),22 May 2023,Winterthur,50% – 100%,Unlimited employment,AXA,https://www.jobs.ch/en/vacancies/detail/451a1e73-e735-4da1-9e59-1f4de0e356c6/?source=vacancy_search,data scientist
1781,Sr. Data Analyst/Scientist (80-100%),22 May 2023,Raum Bodensee/St. Gallen,100%,Unlimited employment,Evergreen Human Resources AG,https://www.jobs.ch/en/vacancies/detail/aa64e136-0c9f-451c-a9da-1abd5d1ac7d6/?source=vacancy_search,data scientist
1782,"Datenanalyst:in 80-100%, Direktion Finanzen",09 May 2023,Zürich,80% – 100%,Unlimited employment,Universitätsspital Zürich,https://www.jobs.ch/en/vacancies/detail/45417430-017b-4fd8-aaea-5ab3a305e1c9/?source=vacancy_search,data scientist
1783,Data Analyst,23 May 2023,Stäfa,80% – 100%,Unlimited employment,Sonova AG,https://www.jobs.ch/en/vacancies/detail/4cc79c2c-933d-449a-b295-62750d798741/?source=vacancy_search,data scientist
1784,FP&A Sales Analyst / Specialist Big-Data (w/m),24 May 2023,Bettlach,100%,Unlimited employment,Mathys AG Bettlach,https://www.jobs.ch/en/vacancies/detail/b15100c3-4d29-46a2-be94-73497a5fb54c/?source=vacancy_search,data scientist
1785,Spezialist Master Data Management 80 - 100 % (m/w/d),23 May 2023,Aarau,80% – 100%,Unlimited employment,AEW Energie AG,https://www.jobs.ch/en/vacancies/detail/6a67ea64-e48a-4881-82de-4a9df8defa8b/?source=vacancy_search,data scientist
1786,Data Engineer & Analyst,12 May 2023,Horgen,80% – 100%,Unlimited employment,Swisscard AECS GmbH,https://www.jobs.ch/en/vacancies/detail/faff6b52-7e0b-44d2-a032-09a65bb18284/?source=vacancy_search,data scientist
1787,Data Analyst Controlling 80-100%,21 May 2023,Wallisellen / Zürich,80% – 100%,Unlimited employment,Canon (Schweiz) AG,https://www.jobs.ch/en/vacancies/detail/7c935430-c808-4355-b699-f95a40835c44/?source=vacancy_search,data scientist
1788,Expert Data & Analytics Immobilien (m/w/d),08 May 2023,Zürich,80% – 100%,Unlimited employment,pom+ Consulting AG,https://www.jobs.ch/en/vacancies/detail/39d00dc4-b1c4-41b1-8481-744da34ff094/?source=vacancy_search,data scientist
1789,HR Data Analystin / Analyst 80 - 100 %,23 May 2023,Bern,80% – 100%,Temporary,Bildungs- und Kulturdirektion des Kantons Bern,https://www.jobs.ch/en/vacancies/detail/df018947-785a-4d25-a4be-5021e994cbb6/?source=vacancy_search,data scientist
1790,Junior Customer Data Specialist 60-80% (m/w/d),17 May 2023,Dietikon,60% – 80%,Temporary,Lyreco Switzerland AG,https://www.jobs.ch/en/vacancies/detail/ddbba640-27cf-4453-a22a-a0daaacc0800/?source=vacancy_search,data scientist
1791,Junior Data Analyst im Marketing DACH (m/w/d) - Mach was mit Daten,12 May 2023,Aarau,100%,Unlimited employment,BestDrive,https://www.jobs.ch/en/vacancies/detail/a4ec3d45-2073-4084-83b1-be669e9dcd4f/?source=vacancy_search,data scientist
1792,Data Process Analyst m/f/d,27 April 2023,Schaan,100%,Unlimited employment,Ivoclar Vivadent AG,https://www.jobs.ch/en/vacancies/detail/1ab6ab2b-bd37-48e2-a596-6502ad96d185/?source=vacancy_search,data scientist
1793,Pharma Market Research Analyst (100%),12 May 2023,Zürich,100%,Unlimited employment,impulze GmbH,https://www.jobs.ch/en/vacancies/detail/7b3a7375-dd71-4102-8a5e-6382ac82639c/?source=vacancy_search,data scientist
1794,Data Analyst / Anwendungsentwickler (m/w/d),24 May 2023,Kloten,80% – 100%,Unlimited employment,ROCKEN,https://www.jobs.ch/en/vacancies/detail/148f82e6-91f4-4172-afc5-8e9db6bd29fd/?source=vacancy_search,data scientist
1795,Senior Daten Analystin/Analyst #220463,10 May 2023,Horgen,100%,Unlimited employment,Credit Suisse AG,https://www.jobs.ch/en/vacancies/detail/8b897b8a-8c7e-447e-8d66-d294bfbc4d4e/?source=vacancy_search,data scientist
1796,Intraday Data Analyst (f/m/d),15 May 2023,Olten,100%,Unlimited employment,Alpiq,https://www.jobs.ch/en/vacancies/detail/f6b4ad4a-5682-4851-a97a-7d4386ab4c8a/?source=vacancy_search,data scientist
1797,Data Engineer (w/m/d),26 April 2023,Bern,80%,Unlimited employment,Insel Gruppe,https://www.jobs.ch/en/vacancies/detail/262f2f61-f017-431c-b2a4-b2041cf829f6/?source=vacancy_search,data scientist
1798,Sales Data Analyst mit Schwerpunkt auf Provisionsabrechnung (m/w/d) 80-100%.,18 April 2023,Glattbrugg,100%,Unlimited employment,CWS-boco Suisse SA,https://www.jobs.ch/en/vacancies/detail/025082ae-aa22-4520-8f72-938eae310d8f/?source=vacancy_search,data scientist
1799,Digital Data Analyst (f/m/d) 100%,15 May 2023,Luzern,100%,Temporary,nemensis ag,https://www.jobs.ch/en/vacancies/detail/8c803e82-bef2-45b5-ad61-8d08617f1564/?source=vacancy_search,data scientist
1800,Senior Data Scientist – mit Gespür fürs Business (all genders),22 May 2023,Winterthur,50% – 100%,Unlimited employment,AXA,https://www.jobs.ch/en/vacancies/detail/451a1e73-e735-4da1-9e59-1f4de0e356c6/?source=vacancy_search,data scientist
1801,Sr. Data Analyst/Scientist (80-100%),22 May 2023,Raum Bodensee/St. Gallen,100%,Unlimited employment,Evergreen Human Resources AG,https://www.jobs.ch/en/vacancies/detail/aa64e136-0c9f-451c-a9da-1abd5d1ac7d6/?source=vacancy_search,data scientist
1802,"Datenanalyst:in 80-100%, Direktion Finanzen",09 May 2023,Zürich,80% – 100%,Unlimited employment,Universitätsspital Zürich,https://www.jobs.ch/en/vacancies/detail/45417430-017b-4fd8-aaea-5ab3a305e1c9/?source=vacancy_search,data scientist
1803,Data Analyst,23 May 2023,Stäfa,80% – 100%,Unlimited employment,Sonova AG,https://www.jobs.ch/en/vacancies/detail/4cc79c2c-933d-449a-b295-62750d798741/?source=vacancy_search,data scientist
1804,FP&A Sales Analyst / Specialist Big-Data (w/m),24 May 2023,Bettlach,100%,Unlimited employment,Mathys AG Bettlach,https://www.jobs.ch/en/vacancies/detail/b15100c3-4d29-46a2-be94-73497a5fb54c/?source=vacancy_search,data scientist
1805,Spezialist Master Data Management 80 - 100 % (m/w/d),23 May 2023,Aarau,80% – 100%,Unlimited employment,AEW Energie AG,https://www.jobs.ch/en/vacancies/detail/6a67ea64-e48a-4881-82de-4a9df8defa8b/?source=vacancy_search,data scientist
1806,Data Engineer & Analyst,12 May 2023,Horgen,80% – 100%,Unlimited employment,Swisscard AECS GmbH,https://www.jobs.ch/en/vacancies/detail/faff6b52-7e0b-44d2-a032-09a65bb18284/?source=vacancy_search,data scientist
1807,Data Analyst Controlling 80-100%,21 May 2023,Wallisellen / Zürich,80% – 100%,Unlimited employment,Canon (Schweiz) AG,https://www.jobs.ch/en/vacancies/detail/7c935430-c808-4355-b699-f95a40835c44/?source=vacancy_search,data scientist
1808,Expert Data & Analytics Immobilien (m/w/d),08 May 2023,Zürich,80% – 100%,Unlimited employment,pom+ Consulting AG,https://www.jobs.ch/en/vacancies/detail/39d00dc4-b1c4-41b1-8481-744da34ff094/?source=vacancy_search,data scientist
1809,HR Data Analystin / Analyst 80 - 100 %,23 May 2023,Bern,80% – 100%,Temporary,Bildungs- und Kulturdirektion des Kantons Bern,https://www.jobs.ch/en/vacancies/detail/df018947-785a-4d25-a4be-5021e994cbb6/?source=vacancy_search,data scientist
1810,Junior Customer Data Specialist 60-80% (m/w/d),17 May 2023,Dietikon,60% – 80%,Temporary,Lyreco Switzerland AG,https://www.jobs.ch/en/vacancies/detail/ddbba640-27cf-4453-a22a-a0daaacc0800/?source=vacancy_search,data scientist
1811,Junior Data Analyst im Marketing DACH (m/w/d) - Mach was mit Daten,12 May 2023,Aarau,100%,Unlimited employment,BestDrive,https://www.jobs.ch/en/vacancies/detail/a4ec3d45-2073-4084-83b1-be669e9dcd4f/?source=vacancy_search,data scientist
1812,Data Process Analyst m/f/d,27 April 2023,Schaan,100%,Unlimited employment,Ivoclar Vivadent AG,https://www.jobs.ch/en/vacancies/detail/1ab6ab2b-bd37-48e2-a596-6502ad96d185/?source=vacancy_search,data scientist
1813,Pharma Market Research Analyst (100%),12 May 2023,Zürich,100%,Unlimited employment,impulze GmbH,https://www.jobs.ch/en/vacancies/detail/7b3a7375-dd71-4102-8a5e-6382ac82639c/?source=vacancy_search,data scientist
1814,Data Analyst / Anwendungsentwickler (m/w/d),24 May 2023,Kloten,80% – 100%,Unlimited employment,ROCKEN,https://www.jobs.ch/en/vacancies/detail/148f82e6-91f4-4172-afc5-8e9db6bd29fd/?source=vacancy_search,data scientist
1815,Senior Daten Analystin/Analyst #220463,10 May 2023,Horgen,100%,Unlimited employment,Credit Suisse AG,https://www.jobs.ch/en/vacancies/detail/8b897b8a-8c7e-447e-8d66-d294bfbc4d4e/?source=vacancy_search,data scientist
1816,Intraday Data Analyst (f/m/d),15 May 2023,Olten,100%,Unlimited employment,Alpiq,https://www.jobs.ch/en/vacancies/detail/f6b4ad4a-5682-4851-a97a-7d4386ab4c8a/?source=vacancy_search,data scientist
1817,Data Engineer (w/m/d),26 April 2023,Bern,80%,Unlimited employment,Insel Gruppe,https://www.jobs.ch/en/vacancies/detail/262f2f61-f017-431c-b2a4-b2041cf829f6/?source=vacancy_search,data scientist
1818,Sales Data Analyst mit Schwerpunkt auf Provisionsabrechnung (m/w/d) 80-100%.,18 April 2023,Glattbrugg,100%,Unlimited employment,CWS-boco Suisse SA,https://www.jobs.ch/en/vacancies/detail/025082ae-aa22-4520-8f72-938eae310d8f/?source=vacancy_search,data scientist
1819,Digital Data Analyst (f/m/d) 100%,15 May 2023,Luzern,100%,Temporary,nemensis ag,https://www.jobs.ch/en/vacancies/detail/8c803e82-bef2-45b5-ad61-8d08617f1564/?source=vacancy_search,data scientist
1820,Senior Data Scientist – mit Gespür fürs Business (all genders),22 May 2023,Winterthur,50% – 100%,Unlimited employment,AXA,https://www.jobs.ch/en/vacancies/detail/451a1e73-e735-4da1-9e59-1f4de0e356c6/?source=vacancy_search,data scientist
1821,Sr. Data Analyst/Scientist (80-100%),22 May 2023,Raum Bodensee/St. Gallen,100%,Unlimited employment,Evergreen Human Resources AG,https://www.jobs.ch/en/vacancies/detail/aa64e136-0c9f-451c-a9da-1abd5d1ac7d6/?source=vacancy_search,data scientist
1822,"Datenanalyst:in 80-100%, Direktion Finanzen",09 May 2023,Zürich,80% – 100%,Unlimited employment,Universitätsspital Zürich,https://www.jobs.ch/en/vacancies/detail/45417430-017b-4fd8-aaea-5ab3a305e1c9/?source=vacancy_search,data scientist
1823,Data Analyst,23 May 2023,Stäfa,80% – 100%,Unlimited employment,Sonova AG,https://www.jobs.ch/en/vacancies/detail/4cc79c2c-933d-449a-b295-62750d798741/?source=vacancy_search,data scientist
1824,FP&A Sales Analyst / Specialist Big-Data (w/m),24 May 2023,Bettlach,100%,Unlimited employment,Mathys AG Bettlach,https://www.jobs.ch/en/vacancies/detail/b15100c3-4d29-46a2-be94-73497a5fb54c/?source=vacancy_search,data scientist
1825,Spezialist Master Data Management 80 - 100 % (m/w/d),23 May 2023,Aarau,80% – 100%,Unlimited employment,AEW Energie AG,https://www.jobs.ch/en/vacancies/detail/6a67ea64-e48a-4881-82de-4a9df8defa8b/?source=vacancy_search,data scientist
